Tweet text,labels,hashtag,cleaned_text,tokenized_lemmatized_text
I wonder if the #wolfcreek TV show is sponsored by the anti-tourist board of Australia to discourage visitors? #stayathome #dontvisit ,0,"['wolfcreek', 'stayathome', 'dontvisit']",i wonder tv sponsored anti tourist board australia discourage visitors ,"['i', 'wonder', 'tv', 'sponsored', 'anti', 'tourist', 'board', 'australia', 'discourage', 'visitor']"
"there is no shame in fear, what matters is how we face it. ",2,[],shame fear matters face it ,"['shame', 'fear', 'matter', 'face', 'it']"
@user #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process #sadness ,3,"['mhchat', 'sadness']",childhood experiences inform adult relationships we associative memories not question ability process,"['childhood', 'experience', 'inform', 'adult', 'relationship', 'we', 'associative', 'memory', 'not', 'question', 'ability', 'process']"
"@user  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people ",3,[],maybe it d different i stayed sixth form but still oppressive architecture uninteresting people,"['maybe', 'it', 'd', 'different', 'i', 'stayed', 'sixth', 'form', 'but', 'still', 'oppressive', 'architecture', 'uninteresting', 'people']"
@user Content updates provoke that income. ,1,[],content updates provoke income ,"['content', 'update', 'provoke', 'income']"
"@user @user I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that. ",2,[],i lost like big deal don t worry trivial shit like that ,"['i', 'lost', 'like', 'big', 'deal', 'don', 't', 'worry', 'trivial', 'shit', 'like', 'that']"
"@user I was talking about further in the expansion, with more gear - fury always does well towards the end ",0,[],i talking expansion gear fury end,"['i', 'talking', 'expansion', 'gear', 'fury', 'end']"
Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory ,1,"['ahs', 'horror', 'americanhorrorstory']",thoroughly enjoying ahs tonight ,"['thoroughly', 'enjoying', 'ahs', 'tonight']"
"@user @user shocking work ethic by our players, Rooney stifled by their laziness ",0,[],shocking work ethic players rooney stifled laziness,"['shocking', 'work', 'ethic', 'player', 'rooney', 'stifled', 'laziness']"
I can't believe @user can't put up even 3 points on @user #horrible #hugeletdown ,0,"['horrible', 'hugeletdown']",i can t believe can t points,"['i', 'can', 't', 'believe', 'can', 't', 'point']"
for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for ,3,[],lgbt person tell identify isn t valid sad stand,"['lgbt', 'person', 'tell', 'identify', 'isn', 't', 'valid', 'sad', 'stand']"
"Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game? ",0,[],feminists ask themselves they re unhappy lack love lives is b c fighting losing game ,"['feminist', 'ask', 'themselves', 'they', 're', 'unhappy', 'lack', 'love', 'life', 'is', 'b', 'c', 'fighting', 'losing', 'game']"
I know it's the final day of summer when it's the finale of @user #sadness ,3,['sadness'],i know it s final day summer it s finale,"['i', 'know', 'it', 's', 'final', 'day', 'summer', 'it', 's', 'finale']"
Thought the Xbox one s madden bundle would come with a physical copy of madden not a code😴 it's gonna take fucking forever to download lol ,0,[],thought xbox s madden bundle come physical copy madden code it s gonna fucking forever download lol,"['thought', 'xbox', 's', 'madden', 'bundle', 'come', 'physical', 'copy', 'madden', 'code', 'it', 's', 'gonna', 'fucking', 'forever', 'download', 'lol']"
@user @user @user This shit is gonna start a cold war of who can flag who first. ,0,[],this shit gonna start cold war flag first ,"['this', 'shit', 'gonna', 'start', 'cold', 'war', 'flag', 'first']"
@user Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat ,3,['MHChat'],childood experiences leave permanent deep sadness adult underlie,"['childood', 'experience', 'leave', 'permanent', 'deep', 'sadness', 'adult', 'underlie']"
You forever straight so fix that frown u good😇 @user ,1,[],you forever straight fix frown u good,"['you', 'forever', 'straight', 'fix', 'frown', 'u', 'good']"
Early morning cheerfulness can be extremely obnoxious #ALDUB62ndWeeksary ,1,['ALDUB62ndWeeksary'],early morning cheerfulness extremely obnoxious,"['early', 'morning', 'cheerfulness', 'extremely', 'obnoxious']"
Now that the n word is normalized by the media? Just wow. No words for this . No. Words. For . This. Frog been boiling in the pot via media. ,0,[],now n word normalized media just wow no words no words for this frog boiling pot media ,"['now', 'n', 'word', 'normalized', 'medium', 'just', 'wow', 'no', 'word', 'no', 'word', 'for', 'this', 'frog', 'boiling', 'pot', 'medium']"
I guess #bradangelina &gt; #anger &gt; #blacklivesmatter ,0,"['bradangelina', 'anger', 'blacklivesmatter']",i guess gt gt ,"['i', 'guess', 'gt', 'gt']"
You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!! ,0,[],you complain time wonder people want you you acc rile up stfuuu ,"['you', 'complain', 'time', 'wonder', 'people', 'want', 'you', 'you', 'acc', 'rile', 'up', 'stfuuu']"
@user @user Did they get the wrong fur Pal? #shocking 😱 ,3,['shocking'],did wrong fur pal ,"['did', 'wrong', 'fur', 'pal']"
"Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over #fear #Moses ",2,"['lol', 'faith', 'fear', 'Moses']",don t let worry down remember moses started basket case ntoday choose,"['don', 't', 'let', 'worry', 'down', 'remember', 'moses', 'started', 'basket', 'case', 'ntoday', 'choose']"
"@user @user evil, rich white men and their fucking cronies in intelligence/gov/academia using blithe blacks as fodder ",0,[],evil rich white men fucking cronies intelligence gov academia blithe blacks fodder,"['evil', 'rich', 'white', 'men', 'fucking', 'crony', 'intelligence', 'gov', 'academia', 'blithe', 'black', 'fodder']"
Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them #optimism ,2,['optimism'],maybe entire russian team test positive meldonium north americans replace,"['maybe', 'entire', 'russian', 'team', 'test', 'positive', 'meldonium', 'north', 'american', 'replace']"
Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @user #WannaGetAway #Contest #sad ,3,"['WannaGetAway', 'Contest', 'sad']",headed mdw w layover slc got food wrong move bailed food amp barely it ,"['headed', 'mdw', 'w', 'layover', 'slc', 'got', 'food', 'wrong', 'move', 'bailed', 'food', 'amp', 'barely', 'it']"
Literally being here makes me depress tbh ,3,[],literally makes depress tbh,"['literally', 'make', 'depress', 'tbh']"
I wish the next madden has a story mode too. Just like Fifa 17  ,2,[],i wish madden story mode too just like fifa,"['i', 'wish', 'madden', 'story', 'mode', 'too', 'just', 'like', 'fifa']"
Do not grow weary in doing good.'\n\n-@billclinton ,2,[],do grow weary good n n ,"['do', 'grow', 'weary', 'good', 'n', 'n']"
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading ,1,"['glee', 'books', 'reading']",time hit library i lovely pile book reservations collect morning ,"['time', 'hit', 'library', 'i', 'lovely', 'pile', 'book', 'reservation', 'collect', 'morning']"
#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole ,3,"['BB18', 'shocking', 'bitter', 'TeamNicole']",michelle crying he s,"['michelle', 'cry', 'he', 's']"
"I need to think of a new Avatar for Fire Emblem Revelation as I might start playing it soon, any ideas for names? What gender do I choose ",2,[],i need think new avatar fire emblem revelation i start playing soon ideas names what gender i choose,"['i', 'need', 'think', 'new', 'avatar', 'fire', 'emblem', 'revelation', 'i', 'start', 'playing', 'soon', 'idea', 'name', 'what', 'gender', 'i', 'choose']"
@user @user @user @user please. Or you could be clouded by your passion. Emotion leads you from the truth. ,2,[],please or clouded passion emotion leads truth ,"['please', 'or', 'clouded', 'passion', 'emotion', 'lead', 'truth']"
Quinn's short hair makes me sad.  ,3,[],quinn s short hair makes sad ,"['quinn', 's', 'short', 'hair', 'make', 'sad']"
Drop every fear... ,2,[],drop fear ,"['drop', 'fear']"
Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes ,2,"['energy', 'relentless', 'MotivationalQuotes']",sometimes best motivations come proving wrong ,"['sometimes', 'best', 'motivation', 'come', 'proving', 'wrong']"
I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak ,0,"['Pakistan', 'terrorist', 'terrorism', 'TerrorStatePak']",i don t know fear,"['i', 'don', 't', 'know', 'fear']"
What day is it #lost ,3,['lost'],what day,"['what', 'day']"
You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all! ,2,"['YouAreStrong', 'YouAreArising']",you not struggle you not affliction amp all ,"['you', 'not', 'struggle', 'you', 'not', 'affliction', 'amp', 'all']"
#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @user ,1,['nana'],hoco bc dream freshman year awe,"['hoco', 'bc', 'dream', 'freshman', 'year', 'awe']"
Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops ,0,"['racism', 'animalrights', 'abortion', 'cops']",can priority list things i outraged order ,"['can', 'priority', 'list', 'thing', 'i', 'outraged', 'order']"
"@user don't I know it, try not to fret my sweet little pupper ",0,[],don t i know it try fret sweet little pupper,"['don', 't', 'i', 'know', 'it', 'try', 'fret', 'sweet', 'little', 'pupper']"
People too weak to follow their own dreams will always find a way to discourage yours. ,3,[],people weak follow dreams way discourage yours ,"['people', 'weak', 'follow', 'dream', 'way', 'discourage', 'yours']"
No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge. ,0,[],no red card gordon there the ref celtic fan shocking challenge ,"['no', 'red', 'card', 'gordon', 'there', 'the', 'ref', 'celtic', 'fan', 'shocking', 'challenge']"
"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @user dying, and burst into tears... Smh ",3,['RIPShawtyLo'],seeing got thinking bout rappers i thought dying burst tears smh,"['seeing', 'got', 'thinking', 'bout', 'rapper', 'i', 'thought', 'dying', 'burst', 'tear', 'smh']"
@user peanut butter takes away the sting ,2,[],peanut butter takes away sting,"['peanut', 'butter', 'take', 'away', 'sting']"
Angel got me nervous out here 😷 ,3,[],angel got nervous,"['angel', 'got', 'nervous']"
Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad ,3,['sad'],patti sad she stamped ran sofa we plenty love affection more usual ,"['patti', 'sad', 'she', 'stamped', 'ran', 'sofa', 'we', 'plenty', 'love', 'affection', 'more', 'usual']"
no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute ,1,[],offense doctor crying tears joy realizing family christmas cute,"['offense', 'doctor', 'cry', 'tear', 'joy', 'realizing', 'family', 'christmas', 'cute']"
"@user its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts! ",1,[],reaper reaper stories wiki comics animated shorts ,"['reaper', 'reaper', 'story', 'wiki', 'comic', 'animated', 'short']"
@user @user @user That might sting for a bit lads but you'll get over it.     #betterwithsinnfein ,2,['betterwithsinnfein'],that sting bit lads you ll it ,"['that', 'sting', 'bit', 'lad', 'you', 'll', 'it']"
"@user yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism ",0,"['muslims', 'islam', 'rape', 'terrorism']",yeah whatever whahibbi sect know synonymous,"['yeah', 'whatever', 'whahibbi', 'sect', 'know', 'synonymous']"
13 hour @user rides make me  #sorry ,3,['sorry'],hour rides,"['hour', 'ride']"
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare ,3,"['hsm2', 'nightmare']",wish i kid again the stressful gabriella troy not ,"['wish', 'i', 'kid', 'again', 'the', 'stressful', 'gabriella', 'troy', 'not']"
"{Strong hands moving to firmly grope each of @user thighs, squeezing as her digging nails extract a growl from me.} ",0,[], strong hands moving firmly grope thighs squeezing digging nails extract growl me ,"['strong', 'hand', 'moving', 'firmly', 'grope', 'thigh', 'squeezing', 'digging', 'nail', 'extract', 'growl', 'me']"
Rojo is hilarious ,1,[],rojo hilarious,"['rojo', 'hilarious']"
"@user They look FAB, they were made for the big screen!Can't wait to see this evolve &amp; the bright future of these little toy people ",1,[],they look fab big screen can t wait evolve amp bright future little toy people,"['they', 'look', 'fab', 'big', 'screen', 'can', 't', 'wait', 'evolve', 'amp', 'bright', 'future', 'little', 'toy', 'people']"
is it bad that kurt is literally me..?  ,3,[],bad kurt literally me ,"['bad', 'kurt', 'literally', 'me']"
@user @user the refs are in GT's favor tonight. #terrible ,0,['terrible'],refs gt s favor tonight ,"['ref', 'gt', 's', 'favor', 'tonight']"
"Not sorry for that burst of anti #Allo spam, fuck any messaging app launching in 2016, without encryption on by default. ",0,['Allo'],not sorry burst anti spam fuck messaging app launching encryption default ,"['not', 'sorry', 'burst', 'anti', 'spam', 'fuck', 'messaging', 'app', 'launching', 'encryption', 'default']"
Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday  ,0,"['mombrain', 'toomuchgoingon', 'longday']",halfway work i realize i forgot underwear it s going days ,"['halfway', 'work', 'i', 'realize', 'i', 'forgot', 'underwear', 'it', 's', 'going', 'day']"
How sad is it that I'm rejoicing over a 72💀 #collegekills ,3,['collegekills'],how sad i m rejoicing,"['how', 'sad', 'i', 'm', 'rejoicing']"
#aliens #zombie #gore #slash #ghost #sith #horror I love it all. 🔪 ,1,"['aliens', 'zombie', 'gore', 'slash', 'ghost', 'sith', 'horror']",i love all ,"['i', 'love', 'all']"
Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness ,3,"['broken', 'hateful', 'guilty', 'love', 'sadness']",tell i m supposed feel ,"['tell', 'i', 'm', 'supposed', 'feel']"
